remark: ../source/haar.cpp:3344:11: Inlining function 'weakClassifier(int, ap_uint<18>*, int, int)' into 'cascadeClassifier(MyPoint, ap_uint<18> (*) [25], ap_uint<26> (*) [2])'
remark: ../source/haar.cpp:3335:7: Inlining function 'get_all_data(ap_uint<18>*, ap_uint<10>*, ap_uint<18>*)' into 'cascadeClassifier(MyPoint, ap_uint<18> (*) [25], ap_uint<26> (*) [2])'
   0.0020 (  0.0%)   0.0005 (  0.0%)   0.0025 (  0.0%)   0.0025 (  0.0%)  Scalar Evolution Analysis
   0.0025 (  0.0%)   0.0000 (  0.0%)   0.0025 (  0.0%)   0.0025 (  0.0%)  Lower BINDOP scope bundle
   0.0025 (  0.0%)   0.0000 (  0.0%)   0.0025 (  0.0%)   0.0025 (  0.0%)  CallGraph Construction
   0.0021 (  0.0%)   0.0004 (  0.0%)   0.0025 (  0.0%)   0.0024 (  0.0%)  Loop-Closed SSA Form Pass
   0.0022 (  0.0%)   0.0002 (  0.0%)   0.0025 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0003 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  LowerPredicate - Lower predicates to control-flow
   0.0024 (  0.0%)   0.0000 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  CallGraph Construction
   0.0024 (  0.0%)   0.0000 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0024 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Eliminate pointer selection
   0.0019 (  0.0%)   0.0006 (  0.0%)   0.0025 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Dominator Tree Construction
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Canonicalize natural loops
   0.0012 (  0.0%)   0.0012 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0020 (  0.0%)   0.0004 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Scalar Evolution Analysis
   0.0020 (  0.0%)   0.0004 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Loop-Closed SSA Form Pass
   0.0024 (  0.0%)   0.0000 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0021 (  0.0%)   0.0003 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Lazy Value Information Analysis
   0.0019 (  0.0%)   0.0005 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0024 (  0.0%)   0.0000 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0024 (  0.0%)   0.0000 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0002 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Canonicalize natural loops
   0.0014 (  0.0%)   0.0010 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0002 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Canonicalize natural loops
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0002 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Dominator Tree Construction
   0.0024 (  0.0%)   0.0000 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0024 (  0.0%)   0.0000 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Dominator Tree Construction
   0.0024 (  0.0%)   0.0000 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0019 (  0.0%)   0.0005 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Canonicalize natural loops
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Remove unreachable basic blocks under switch
   0.0022 (  0.0%)   0.0002 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Dominance Frontier Construction
   0.0024 (  0.0%)   0.0000 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Remove unreachable basic blocks under switch
   0.0024 (  0.0%)   0.0000 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Dominance Frontier Construction
   0.0022 (  0.0%)   0.0002 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0020 (  0.0%)   0.0004 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0017 (  0.0%)   0.0006 (  0.0%)   0.0023 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0018 (  0.0%)   0.0006 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0017 (  0.0%)   0.0007 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0015 (  0.0%)   0.0009 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0017 (  0.0%)   0.0007 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Lazy Value Information Analysis
   0.0019 (  0.0%)   0.0005 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0001 (  0.0%)   0.0024 (  0.0%)   0.0024 (  0.0%)  Natural Loop Information
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Lower directive scopes
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Lazy Value Information Analysis
   0.0015 (  0.0%)   0.0009 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Dominator Tree Construction
   0.0019 (  0.0%)   0.0005 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Loop-Closed SSA Form Pass
   0.0022 (  0.0%)   0.0001 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0001 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Natural Loop Information
   0.0015 (  0.0%)   0.0008 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0006 (  0.0%)   0.0017 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Natural Loop Information
   0.0023 (  0.0%)   0.0001 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Eliminate pointer selection
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  CallGraph Construction
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Basic Alias Analysis (stateless AA impl)
   0.0022 (  0.0%)   0.0001 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Natural Loop Information
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Dominance Frontier Construction
   0.0020 (  0.0%)   0.0003 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0002 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Natural Loop Information
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Natural Loop Information
   0.0019 (  0.0%)   0.0004 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0019 (  0.0%)   0.0004 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0018 (  0.0%)   0.0005 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Canonicalize natural loops
   0.0013 (  0.0%)   0.0010 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  CallGraph Construction
   0.0018 (  0.0%)   0.0005 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0020 (  0.0%)   0.0003 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0017 (  0.0%)   0.0006 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0017 (  0.0%)   0.0006 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0012 (  0.0%)   0.0011 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0001 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Natural Loop Information
   0.0017 (  0.0%)   0.0005 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0020 (  0.0%)   0.0002 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0001 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Simplify loop CFG
   0.0017 (  0.0%)   0.0005 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Canonicalize natural loops
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  ReflowCheckVarPragmaConflicts - check variable pragma conflicts in reflow
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Eliminate pointer selection
   0.0023 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0017 (  0.0%)   0.0005 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Remove unreachable basic blocks under switch
   0.0022 (  0.0%)   0.0001 (  0.0%)   0.0023 (  0.0%)   0.0023 (  0.0%)  Lazy Value Information Analysis
   0.0013 (  0.0%)   0.0009 (  0.0%)   0.0022 (  0.0%)   0.0023 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0002 (  0.0%)   0.0023 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0019 (  0.0%)   0.0004 (  0.0%)   0.0023 (  0.0%)   0.0022 (  0.0%)  Scalar Evolution Analysis
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0002 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  CallGraph Construction
   0.0022 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Lazy Value Information Analysis
   0.0018 (  0.0%)   0.0005 (  0.0%)   0.0023 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0013 (  0.0%)   0.0010 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  CallGraph Construction
   0.0021 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0018 (  0.0%)   0.0005 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0021 (  0.0%)   0.0002 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Remove unreachable basic blocks under switch
   0.0022 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0021 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0017 (  0.0%)   0.0005 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Scalar Evolution Analysis
   0.0018 (  0.0%)   0.0004 (  0.0%)   0.0023 (  0.0%)   0.0022 (  0.0%)  Scalar Evolution Analysis
   0.0019 (  0.0%)   0.0003 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0018 (  0.0%)   0.0004 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  CallGraph Construction
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  CallGraph Construction
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0017 (  0.0%)   0.0005 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0021 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0017 (  0.0%)   0.0005 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)   automatic parallel and pipeline insertion based performance constraint
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Lazy Value Information Analysis
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0021 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Lazy Value Information Analysis
   0.0020 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0007 (  0.0%)   0.0015 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Canonicalize natural loops
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Dominance Frontier Construction
   0.0021 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0018 (  0.0%)   0.0004 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Scalar Evolution Analysis
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  CallGraph Construction
   0.0021 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0019 (  0.0%)   0.0002 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  CallGraph Construction
   0.0013 (  0.0%)   0.0009 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0014 (  0.0%)   0.0008 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0020 (  0.0%)   0.0002 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Natural Loop Information
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  CallGraph Construction
   0.0016 (  0.0%)   0.0005 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0017 (  0.0%)   0.0005 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0018 (  0.0%)   0.0004 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Lazy Value Information Analysis
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Remove unreachable basic blocks under switch
   0.0022 (  0.0%)   0.0000 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0001 (  0.0%)   0.0022 (  0.0%)   0.0022 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0020 (  0.0%)   0.0002 (  0.0%)   0.0022 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  CallGraph Construction
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0001 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Lazy Value Information Analysis
   0.0018 (  0.0%)   0.0003 (  0.0%)   0.0022 (  0.0%)   0.0021 (  0.0%)  Scalar Evolution Analysis
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0011 (  0.0%)   0.0010 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0019 (  0.0%)   0.0003 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0017 (  0.0%)   0.0004 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0015 (  0.0%)   0.0006 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0017 (  0.0%)   0.0004 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Dead Code Elimination
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0021 (  0.0%)   0.0001 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Remove unreachable basic blocks under switch
   0.0018 (  0.0%)   0.0003 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  CallGraph Construction
   0.0021 (  0.0%)   0.0001 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Lazy Value Information Analysis
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0017 (  0.0%)   0.0004 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Lazy Value Information Analysis
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  CallGraph Construction
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Remove unreachable basic blocks under switch
   0.0020 (  0.0%)   0.0001 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Remove unreachable basic blocks under switch
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  CallGraph Construction
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0017 (  0.0%)   0.0004 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Eliminate pointer selection for FIFO
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  CallGraph Construction
   0.0018 (  0.0%)   0.0003 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Lazy Value Information Analysis
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0018 (  0.0%)   0.0003 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Scalar Evolution Analysis
   0.0018 (  0.0%)   0.0003 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0019 (  0.0%)   0.0002 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0020 (  0.0%)   0.0001 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Lazy Value Information Analysis
   0.0019 (  0.0%)   0.0002 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0019 (  0.0%)   0.0002 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0005 (  0.0%)   0.0016 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0017 (  0.0%)   0.0004 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  CallGraph Construction
   0.0017 (  0.0%)   0.0004 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0017 (  0.0%)   0.0004 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Scalar Evolution Analysis
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Remove unreachable basic blocks under switch
   0.0019 (  0.0%)   0.0001 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0020 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Remove unreachable basic blocks under switch
   0.0020 (  0.0%)   0.0001 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Remove unreachable basic blocks under switch
   0.0020 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Lazy Value Information Analysis
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0019 (  0.0%)   0.0001 (  0.0%)   0.0020 (  0.0%)   0.0021 (  0.0%)  Lazy Value Information Analysis
   0.0016 (  0.0%)   0.0005 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Function Alias Analysis Results
   0.0021 (  0.0%)   0.0000 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
   0.0005 (  0.0%)   0.0015 (  0.0%)   0.0021 (  0.0%)   0.0021 (  0.0%)  Natural Loop Information
